Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2025-09-08 09:24:14.526,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",2.51
2,2025-09-08 09:24:17.538,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",3014.14
3,2025-09-08 09:24:17.717,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",3193.02
4,2025-09-08 09:24:20.370,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",5846.45
5,2025-09-08 09:24:20.553,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",6029.20
6,2025-09-08 09:24:23.350,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",8825.82
7,2025-09-08 09:24:23.540,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",9016.10
8,2025-09-08 09:24:26.328,TravelML,TravelML_r1_pr2_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11804.51
9,2025-09-08 09:24:26.329,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",11805.18
10,2025-09-08 09:24:26.357,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied successfully",11833.43
11,2025-09-08 09:24:26.549,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12024.74
12,2025-09-08 09:24:26.592,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"Normal execution; DeltaTime: 0.100",12068.20
13,2025-09-08 09:24:26.592,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",12068.47
14,2025-09-08 09:24:26.625,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied successfully",12101.20
15,2025-09-08 09:24:26.820,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12296.17
16,2025-09-08 09:24:26.856,InitializeML,InitializeML_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",12332.00
17,2025-09-08 09:24:26.856,InitializeML,InitializeML_r1_vg1,STARTED,"DeltaTime: 0.100",12332.26
18,2025-09-08 09:24:26.886,InitializeML,InitializeML_r1_vg1,COMPLETED,"Effects applied successfully",12362.62
19,2025-09-08 09:24:27.097,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12572.95
20,2025-09-08 09:24:27.131,TravelML,TravelML_r1_ep1_fp25,STARTED,"Normal execution; DeltaTime: 0.100",12607.62
21,2025-09-08 09:24:27.132,TravelML,TravelML_r1_ep1_fp25,STARTED,"DeltaTime: 0.100",12608.28
22,2025-09-08 09:24:27.160,TravelML,TravelML_r1_ep1_fp25,COMPLETED,"Effects applied successfully",12636.19
23,2025-09-08 09:24:27.390,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12866.16
24,2025-09-08 09:24:27.478,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",12954.19
25,2025-09-08 09:24:27.479,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"DeltaTime: 0.100",12955.19
26,2025-09-08 09:24:27.546,PickUpML,PickUpML_lp4_fp25_r1_vg1,COMPLETED,"Effects applied successfully",13022.09
27,2025-09-08 09:24:27.554,PickUpHL,PickUpHL_lp4_fp25_r1,COMPLETED,"Subtree execution completed successfully",13029.85
28,2025-09-08 09:24:27.750,PlaceHL,PlaceHL_lp4_pr4_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PlaceHL_lp4_pr4_r1; DeltaTime: 0.100",13225.80
29,2025-09-08 09:24:30.275,PlaceHL,PlaceHL_lp4_pr4_r1,FAILED,"Subtree execution failed",15751.05
30,2025-09-08 09:24:30.542,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",16018.16
31,2025-09-08 09:24:33.717,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",19193.20
