Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2025-09-08 09:50:03.310,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",2.82
2,2025-09-08 09:50:06.484,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",3177.32
3,2025-09-08 09:50:06.660,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",3353.47
4,2025-09-08 09:50:09.371,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",6064.19
5,2025-09-08 09:50:09.539,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",6232.15
6,2025-09-08 09:50:12.157,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",8849.67
7,2025-09-08 09:50:12.346,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",9039.19
8,2025-09-08 09:50:14.974,TravelML,TravelML_r1_pr2_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11667.37
9,2025-09-08 09:50:14.976,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",11668.90
10,2025-09-08 09:50:15.004,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied successfully",11697.35
11,2025-09-08 09:50:15.201,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11894.38
12,2025-09-08 09:50:15.252,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11945.24
13,2025-09-08 09:50:15.253,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",11946.19
14,2025-09-08 09:50:15.301,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied successfully",11994.11
15,2025-09-08 09:50:15.506,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12199.29
16,2025-09-08 09:50:15.547,InitializeML,InitializeML_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",12239.93
