NodeType,TotalTicks,AverageServicesTimeMs,AverageDecoratorsTimeMs,AverageNodeLogicTimeMs,AverageChildrenTimeMs,AverageTotalTickTimeMs,TotalServicesTimeMs,TotalDecoratorsTimeMs,TotalNodeLogicTimeMs,TotalChildrenTimeMs,TotalTickTimeMs
BTFlowNode_Composite,785,6.83,1.80,2707.86,0.63,2717.12,5361.46,1413.98,2125671.60,492.41,2132939.95
BTFlowNode_Dynamic_ENHSP,239,4.52,2.97,3.32,1613.05,1623.86,1080.93,709.68,793.63,385518.35,388102.83
BTFlowNode_Dynamic_FF,239,546.79,14.24,2.84,112.28,676.16,130682.74,3403.57,679.80,26835.64,161601.93
GenericBTAction,478,25.21,1.01,447.80,0.24,474.27,12049.35,484.04,214050.38,115.08,226699.13
TOTAL,1741,85.68,3.45,1344.74,237.20,1671.08,149174.48,6011.27,2341195.41,412961.49,2909343.84
BTFlowNode_Dynamic_LAMA-FIRST,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
