Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2025-09-08 15:21:53.366,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",2.28
2,2025-09-08 15:21:56.654,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",3290.08
3,2025-09-08 15:21:56.825,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",3461.07
4,2025-09-08 15:21:59.814,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",6450.89
5,2025-09-08 15:21:59.989,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",6625.28
6,2025-09-08 15:22:03.049,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",9685.05
7,2025-09-08 15:22:03.243,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",9879.16
8,2025-09-08 15:22:06.552,TravelML,TravelML_r1_pr2_ep1,STARTED,"Normal execution; DeltaTime: 0.100",13188.16
9,2025-09-08 15:22:06.553,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",13189.45
10,2025-09-08 15:22:06.582,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied successfully",13218.84
11,2025-09-08 15:22:06.806,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",13442.40
12,2025-09-08 15:22:06.851,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"Normal execution; DeltaTime: 0.100",13487.14
13,2025-09-08 15:22:06.851,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",13487.43
14,2025-09-08 15:22:06.890,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied successfully",13526.08
15,2025-09-08 15:22:07.101,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",13737.40
16,2025-09-08 15:22:07.143,InitializeML,InitializeML_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",13779.64
17,2025-09-08 15:22:07.144,InitializeML,InitializeML_r1_vg1,STARTED,"DeltaTime: 0.100",13780.02
18,2025-09-08 15:22:07.167,InitializeML,InitializeML_r1_vg1,COMPLETED,"Effects applied successfully",13803.70
19,2025-09-08 15:22:07.377,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",14013.82
20,2025-09-08 15:22:07.414,TravelML,TravelML_r1_ep1_fp25,STARTED,"Normal execution; DeltaTime: 0.100",14050.64
21,2025-09-08 15:22:07.414,TravelML,TravelML_r1_ep1_fp25,STARTED,"DeltaTime: 0.100",14050.89
22,2025-09-08 15:22:07.442,TravelML,TravelML_r1_ep1_fp25,COMPLETED,"Effects applied successfully",14078.31
23,2025-09-08 15:22:07.627,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",14263.65
24,2025-09-08 15:22:07.668,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",14305.01
25,2025-09-08 15:22:07.669,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"DeltaTime: 0.100",14305.34
26,2025-09-08 15:22:07.704,PickUpML,PickUpML_lp4_fp25_r1_vg1,COMPLETED,"Effects applied successfully",14340.24
27,2025-09-08 15:22:07.709,PickUpHL,PickUpHL_lp4_fp25_r1,COMPLETED,"Subtree execution completed successfully",14345.34
28,2025-09-08 15:22:07.947,PlaceHL,PlaceHL_lp4_pr4_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PlaceHL_lp4_pr4_r1; DeltaTime: 0.100",14583.83
29,2025-09-08 15:22:10.673,PlaceHL,PlaceHL_lp4_pr4_r1,FAILED,"Subtree execution failed",17309.74
30,2025-09-08 15:22:10.960,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",17596.82
31,2025-09-08 15:22:13.562,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",20198.83
