NodeType,TotalTicks,AverageServicesTimeMs,AverageDecoratorsTimeMs,AverageNodeLogicTimeMs,AverageChildrenTimeMs,AverageTotalTickTimeMs,TotalServicesTimeMs,TotalDecoratorsTimeMs,TotalNodeLogicTimeMs,TotalChildrenTimeMs,TotalTickTimeMs
BTFlowNode_Composite,55,3.76,0.70,1355.97,0.35,1360.78,206.77,38.70,74578.13,19.37,74842.99
BTFlowNode_Dynamic_ENHSP,19,2.39,1.93,1.94,927.37,933.63,45.46,36.69,36.78,17620.09,17739.03
BTFlowNode_Dynamic_FF,19,804.40,7.18,2.10,60.03,873.71,15283.66,136.36,39.81,1140.58,16600.42
GenericBTAction,38,15.83,0.74,460.98,0.17,477.72,601.69,27.99,17517.13,6.43,18153.25
TOTAL,131,123.19,1.83,703.60,143.41,972.03,16137.59,239.73,92171.85,18786.47,127335.69
BTFlowNode_Dynamic_LAMA-FIRST,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
