Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2025-09-08 10:14:42.937,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1.38
2,2025-09-08 10:14:45.614,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",2678.26
3,2025-09-08 10:14:45.797,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",2860.93
4,2025-09-08 10:14:48.492,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",5556.14
5,2025-09-08 10:14:48.669,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",5733.08
6,2025-09-08 10:14:51.234,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",8298.39
7,2025-09-08 10:14:51.411,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",8474.52
8,2025-09-08 10:14:54.032,TravelML,TravelML_r1_pr2_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11095.58
9,2025-09-08 10:14:54.032,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",11096.15
10,2025-09-08 10:14:54.058,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied successfully",11121.79
11,2025-09-08 10:14:54.251,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11315.07
12,2025-09-08 10:14:54.293,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11356.56
13,2025-09-08 10:14:54.293,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",11356.84
14,2025-09-08 10:14:54.326,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied successfully",11390.02
15,2025-09-08 10:14:54.509,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11572.46
16,2025-09-08 10:14:54.550,InitializeML,InitializeML_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",11613.59
17,2025-09-08 10:14:54.550,InitializeML,InitializeML_r1_vg1,STARTED,"DeltaTime: 0.100",11613.85
18,2025-09-08 10:14:54.579,InitializeML,InitializeML_r1_vg1,COMPLETED,"Effects applied successfully",11642.82
19,2025-09-08 10:14:54.768,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11831.81
20,2025-09-08 10:14:54.806,TravelML,TravelML_r1_ep1_fp25,STARTED,"Normal execution; DeltaTime: 0.100",11870.21
21,2025-09-08 10:14:54.807,TravelML,TravelML_r1_ep1_fp25,STARTED,"DeltaTime: 0.100",11871.34
22,2025-09-08 10:14:54.832,TravelML,TravelML_r1_ep1_fp25,COMPLETED,"Effects applied successfully",11895.65
23,2025-09-08 10:14:55.026,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12090.01
24,2025-09-08 10:14:55.067,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",12130.64
25,2025-09-08 10:14:55.067,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"DeltaTime: 0.100",12130.98
26,2025-09-08 10:14:55.100,PickUpML,PickUpML_lp4_fp25_r1_vg1,COMPLETED,"Effects applied successfully",12164.07
27,2025-09-08 10:14:55.105,PickUpHL,PickUpHL_lp4_fp25_r1,COMPLETED,"Subtree execution completed successfully",12169.19
28,2025-09-08 10:14:55.344,PlaceHL,PlaceHL_lp4_pr4_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PlaceHL_lp4_pr4_r1; DeltaTime: 0.100",12408.20
29,2025-09-08 10:14:57.957,PlaceHL,PlaceHL_lp4_pr4_r1,FAILED,"Subtree execution failed",15020.85
30,2025-09-08 10:14:58.241,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",15305.29
31,2025-09-08 10:15:01.424,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",18487.59
32,2025-09-08 10:15:01.591,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",18655.17
33,2025-09-08 10:15:04.498,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",21561.50
