Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2025-09-08 08:51:48.336,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1.75
2,2025-09-08 08:51:51.261,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",2927.23
3,2025-09-08 08:51:51.452,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",3117.53
4,2025-09-08 08:51:54.021,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",5687.02
5,2025-09-08 08:51:54.212,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",5878.11
6,2025-09-08 08:51:56.857,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",8523.29
7,2025-09-08 08:51:57.069,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",8735.33
8,2025-09-08 08:51:59.721,TravelML,TravelML_r1_pr2_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11386.80
9,2025-09-08 08:51:59.722,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",11387.74
10,2025-09-08 08:51:59.752,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied successfully",11417.72
11,2025-09-08 08:51:59.976,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11641.60
12,2025-09-08 08:52:00.015,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11681.28
13,2025-09-08 08:52:00.016,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",11681.73
14,2025-09-08 08:52:00.053,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied successfully",11718.53
15,2025-09-08 08:52:00.263,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11929.20
16,2025-09-08 08:52:00.316,InitializeML,InitializeML_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",11981.63
17,2025-09-08 08:52:00.316,InitializeML,InitializeML_r1_vg1,STARTED,"DeltaTime: 0.100",11982.08
18,2025-09-08 08:52:00.355,InitializeML,InitializeML_r1_vg1,COMPLETED,"Effects applied successfully",12021.37
19,2025-09-08 08:52:00.586,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12251.85
20,2025-09-08 08:52:00.623,TravelML,TravelML_r1_ep1_fp25,STARTED,"Normal execution; DeltaTime: 0.100",12288.89
21,2025-09-08 08:52:00.623,TravelML,TravelML_r1_ep1_fp25,STARTED,"DeltaTime: 0.100",12289.13
22,2025-09-08 08:52:00.721,TravelML,TravelML_r1_ep1_fp25,COMPLETED,"Effects applied successfully",12387.24
23,2025-09-08 08:52:00.963,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12628.79
24,2025-09-08 08:52:01.005,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",12671.02
25,2025-09-08 08:52:01.005,PickUpML,PickUpML_lp4_fp25_r1_vg1,STARTED,"DeltaTime: 0.100",12671.30
26,2025-09-08 08:52:01.039,PickUpML,PickUpML_lp4_fp25_r1_vg1,COMPLETED,"Effects applied successfully",12704.56
27,2025-09-08 08:52:01.044,PickUpHL,PickUpHL_lp4_fp25_r1,COMPLETED,"Subtree execution completed successfully",12710.02
28,2025-09-08 08:52:01.248,PlaceHL,PlaceHL_lp4_pr4_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PlaceHL_lp4_pr4_r1; DeltaTime: 0.100",12914.14
29,2025-09-08 08:52:03.780,PlaceHL,PlaceHL_lp4_pr4_r1,FAILED,"Subtree execution failed",15446.13
30,2025-09-08 08:52:04.091,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",15757.09
31,2025-09-08 08:52:07.263,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",18929.40
32,2025-09-08 08:52:07.464,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",19130.01
33,2025-09-08 08:52:10.371,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",22037.02
34,2025-09-08 08:52:10.583,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",22249.37
35,2025-09-08 08:52:13.556,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",25222.46
36,2025-09-08 08:52:13.726,PlaceHL,PlaceHL_lp4_pr4_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PlaceHL_lp4_pr4_r1; DeltaTime: 0.100",25391.54
37,2025-09-08 08:52:13.750,TravelML,TravelML_r1_fp25_pr4,STARTED,"Normal execution; DeltaTime: 0.100",25416.12
38,2025-09-08 08:52:13.751,TravelML,TravelML_r1_fp25_pr4,STARTED,"DeltaTime: 0.100",25416.62
39,2025-09-08 08:52:13.776,TravelML,TravelML_r1_fp25_pr4,COMPLETED,"Effects applied successfully",25442.39
40,2025-09-08 08:52:13.968,PlaceHL,PlaceHL_lp4_pr4_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PlaceHL_lp4_pr4_r1; DeltaTime: 0.100",25633.97
41,2025-09-08 08:52:13.996,PlaceML,PlaceML_lp4_pr4_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",25662.18
42,2025-09-08 08:52:13.997,PlaceML,PlaceML_lp4_pr4_r1_vg1,STARTED,"DeltaTime: 0.100",25662.68
43,2025-09-08 08:52:14.032,PlaceML,PlaceML_lp4_pr4_r1_vg1,COMPLETED,"Effects applied successfully",25697.56
44,2025-09-08 08:52:14.036,PlaceHL,PlaceHL_lp4_pr4_r1,COMPLETED,"Subtree execution completed successfully",25701.81
45,2025-09-08 08:52:14.357,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",26023.42
46,2025-09-08 08:52:17.136,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",28801.61
47,2025-09-08 08:52:17.317,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",28982.88
48,2025-09-08 08:52:19.900,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",31565.58
49,2025-09-08 08:52:20.104,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",31770.21
50,2025-09-08 08:52:22.760,TravelML,TravelML_r1_pr4_fp17,STARTED,"Normal execution; DeltaTime: 0.100",34426.28
51,2025-09-08 08:52:22.761,TravelML,TravelML_r1_pr4_fp17,STARTED,"DeltaTime: 0.100",34426.81
52,2025-09-08 08:52:22.784,TravelML,TravelML_r1_pr4_fp17,COMPLETED,"Effects applied successfully",34450.45
