Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2025-09-08 14:39:52.638,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",2.27
2,2025-09-08 14:39:55.488,PickUpHL,PickUpHL_lp1_fp1_r1,FAILED,"Subtree execution failed",2852.54
3,2025-09-08 14:39:55.665,PickUpHL,PickUpHL_lp2_fp9_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp2_fp9_r1; DeltaTime: 0.100",3029.92
4,2025-09-08 14:39:58.348,PickUpHL,PickUpHL_lp2_fp9_r1,FAILED,"Subtree execution failed",5712.81
5,2025-09-08 14:39:58.535,PickUpHL,PickUpHL_lp3_fp17_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp3_fp17_r1; DeltaTime: 0.100",5899.99
6,2025-09-08 14:40:01.179,PickUpHL,PickUpHL_lp3_fp17_r1,FAILED,"Subtree execution failed",8543.94
7,2025-09-08 14:40:01.358,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",8722.29
8,2025-09-08 14:40:04.124,TravelML,TravelML_r1_pr2_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11488.04
9,2025-09-08 14:40:04.125,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",11489.31
10,2025-09-08 14:40:04.161,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied successfully",11525.87
11,2025-09-08 14:40:04.355,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",11719.94
12,2025-09-08 14:40:04.405,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"Normal execution; DeltaTime: 0.100",11769.22
13,2025-09-08 14:40:04.405,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",11769.86
14,2025-09-08 14:40:04.443,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied successfully",11807.19
15,2025-09-08 14:40:04.680,PickUpHL,PickUpHL_lp4_fp25_r1,STARTED,"High-level execution with subtree: FF_Default_DynamicFlow_PickUpHL_lp4_fp25_r1; DeltaTime: 0.100",12044.73
16,2025-09-08 14:40:04.726,InitializeML,InitializeML_r1_vg1,STARTED,"Normal execution; DeltaTime: 0.100",12090.42
17,2025-09-08 14:40:04.726,InitializeML,InitializeML_r1_vg1,STARTED,"DeltaTime: 0.100",12090.70
18,2025-09-08 14:40:04.770,InitializeML,InitializeML_r1_vg1,COMPLETED,"Effects applied successfully",12134.11
