NodeType,TotalTicks,AverageServicesTimeMs,AverageDecoratorsTimeMs,AverageNodeLogicTimeMs,AverageChildrenTimeMs,AverageTotalTickTimeMs,TotalServicesTimeMs,TotalDecoratorsTimeMs,TotalNodeLogicTimeMs,TotalChildrenTimeMs,TotalTickTimeMs
BTFlowNode_Composite,55,28.00,2.41,1683.42,3.18,1717.01,1539.95,132.30,92588.10,175.05,94435.45
BTFlowNode_Dynamic_ENHSP,19,6.51,6.98,4.13,1233.84,1251.46,123.66,132.61,78.45,23442.96,23777.71
BTFlowNode_Dynamic_FF,19,896.82,14.15,9.86,156.44,1077.28,17039.63,268.94,187.34,2972.35,20468.28
GenericBTAction,38,38.85,1.64,610.03,0.34,650.87,1476.44,62.18,23181.28,13.00,24732.94
TOTAL,131,154.04,4.55,885.76,203.08,1247.44,20179.68,596.03,116035.17,26603.37,163414.39
BTFlowNode_Dynamic_LAMA-FIRST,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
